StartLocation,StartRotation,CharacterScale,walkSpeed,jumpVelocity,sprintSpeed,DestLocation_asEntity,timeToPathLimit
X=7424.000 Y=-49.000 Z=114.000,X=0.000 Y=-90.000 Z=0.000,1.803751,454.40155,2522.019043,250.0,BP_checkpoint2,30.008098
X=405.000 Y=-4041.000 Z=199.000,X=0.000 Y=-90.000 Z=0.000,1.304361,452.987762,2876.583008,200.0,BP_checkpoint2,30.01055
X=7424.000 Y=-49.000 Z=114.000,X=0.000 Y=-90.000 Z=0.000,0.547105,288.458679,2599.108887,400.0,BP_checkpoint2,30.01055
X=7424.000 Y=-49.000 Z=114.000,X=0.000 Y=-90.000 Z=0.000,1.613636,490.381317,2535.569336,250.0,BP_checkpoint2,30.01055
X=7424.000 Y=-49.000 Z=114.000,X=0.000 Y=-90.000 Z=0.000,1.591662,365.204315,1003.418091,250.0,BP_checkpoint2,30.01055
X=405.000 Y=-4041.000 Z=199.000,X=0.000 Y=-90.000 Z=0.000,0.590594,237.498093,1934.232666,400.0,BP_checkpoint2,30.01055
X=7522.000 Y=1235.000 Z=900.000,X=0.000 Y=-90.000 Z=0.000,1.989242,346.462158,2191.808838,250.0,BP_checkpoint2,30.01055
X=7424.000 Y=-49.000 Z=114.000,X=0.000 Y=-90.000 Z=0.000,1.645497,294.048889,2520.92041,200.0,BP_checkpoint2,30.01055
X=-1788.000 Y=-1693.000 Z=581.000,X=0.000 Y=-90.000 Z=0.000,1.630253,447.577576,2185.644043,250.0,BP_checkpoint2,
X=-1788.000 Y=-1693.000 Z=581.000,X=0.000 Y=-90.000 Z=0.000,1.26458,440.665161,1947.294556,200.0,BP_checkpoint2,
X=-1788.000 Y=-1693.000 Z=581.000,X=0.000 Y=-90.000 Z=0.000,1.646275,529.554138,2867.305664,250.0,BP_checkpoint2,
